Bait	Prey	#Rep	#Pep	#Frag	AvgP	BFDR
EIF4A2	gi|5031635|gn|CFL1:1072| cofilin-1 [Homo sapiens]	3	4	10|5|5|5	0.2342	0.4331
MEPCE	gi|5031635|gn|CFL1:1072| cofilin-1 [Homo sapiens]	3	4	10|5|5|5	0.1690	0.4940
EIF4A2	gi|5031703|gn|G3BP1:10146| ras GTPase-activating protein-binding protein 1 [Homo sapiens]	3	16	5|5|5|5|5|5|5|10|5|10|5|5|5|5|5|5	0.9864	0.0022
MEPCE	gi|5031703|gn|G3BP1:10146| ras GTPase-activating protein-binding protein 1 [Homo sapiens]	3	16	5|5|5|5|5|5|5|10|5|10|5|5|5|5|5|5	0.3848	0.2893
EIF4A2	gi|5031741|gn|DNAJA2:10294| dnaJ homolog subfamily A member 2 [Homo sapiens]	3	5	5|5|5|5|5	0.3352	0.3329
MEPCE	gi|5031741|gn|DNAJA2:10294| dnaJ homolog subfamily A member 2 [Homo sapiens]	3	5	5|5|5|5|5	0.1660	0.4970
EIF4A2	gi|5031749|gn|HMGN2:3151| non-histone chromosomal protein HMG-17 [Homo sapiens]	3	1	5	0.0007	0.6419
MEPCE	gi|5031749|gn|HMGN2:3151| non-histone chromosomal protein HMG-17 [Homo sapiens]	3	1	5	0.0019	0.6385
EIF4A2	gi|5031857|gn|LDHA:3939| L-lactate dehydrogenase A chain isoform 1 [Homo sapiens]	3	2	5|5	0.1246	0.5336
MEPCE	gi|5031857|gn|LDHA:3939| L-lactate dehydrogenase A chain isoform 1 [Homo sapiens]	3	2	5|5	0.1046	0.5499
EIF4A2	gi|5031923|gn|MRE11A:4361| double-strand break repair protein MRE11A isoform 1 [Homo sapiens]	3	1	5	0.1320	0.5277
MEPCE	gi|5031923|gn|MRE11A:4361| double-strand break repair protein MRE11A isoform 1 [Homo sapiens]	3	1	5	0.6761	0.0973
EIF4A2	gi|5031973|gn|PDIA6:10130| protein disulfide-isomerase A6 precursor [Homo sapiens]	3	13	5|5|5|5|5|10|5|5|5|5|5|5|10	0.1523	0.5088
MEPCE	gi|5031973|gn|PDIA6:10130| protein disulfide-isomerase A6 precursor [Homo sapiens]	3	13	5|5|5|5|5|10|5|5|5|5|5|5|10	0.3126	0.3574
EIF4A2	gi|5031977|gn|NAMPT:10135| nicotinamide phosphoribosyltransferase precursor [Homo sapiens]	3	1	5	0.2298	0.4395
MEPCE	gi|5031977|gn|NAMPT:10135| nicotinamide phosphoribosyltransferase precursor [Homo sapiens]	3	1	5	0.2104	0.4584
EIF4A2	gi|5031981|gn|PSMD14:10213| 26S proteasome non-ATPase regulatory subunit 14 [Homo sapiens]	3	6	5|5|5|5|5|5	0.2815	0.3851
MEPCE	gi|5031981|gn|PSMD14:10213| 26S proteasome non-ATPase regulatory subunit 14 [Homo sapiens]	3	6	5|5|5|5|5|5	0.1237	0.5344
EIF4A2	gi|5032007|gn|PURA:5813| transcriptional activator protein Pur-alpha [Homo sapiens]	3	1	5	0.4640	0.2191
MEPCE	gi|5032007|gn|PURA:5813| transcriptional activator protein Pur-alpha [Homo sapiens]	3	1	5	0.2599	0.4081
EIF4A2	gi|5032069|gn|SF3B4:10262| splicing factor 3B subunit 4 [Homo sapiens]	3	3	5|5|5	0.1196	0.5385
MEPCE	gi|5032069|gn|SF3B4:10262| splicing factor 3B subunit 4 [Homo sapiens]	3	3	5|5|5	0.1852	0.4784
EIF4A2	gi|5032087|gn|SF3A1:10291| splicing factor 3A subunit 1 isoform 1 [Homo sapiens]	3	3	5|5|5	0.0917	0.5604
MEPCE	gi|5032087|gn|SF3A1:10291| splicing factor 3A subunit 1 isoform 1 [Homo sapiens]	3	3	5|5|5	0.0592	0.5857
EIF4A2	gi|5032113|gn|SMNDC1:10285| survival of motor neuron-related-splicing factor 30 [Homo sapiens]	3	2	5|5	0.3605	0.3105
MEPCE	gi|5032113|gn|SMNDC1:10285| survival of motor neuron-related-splicing factor 30 [Homo sapiens]	3	2	5|5	0.0541	0.5886
EIF4A2	gi|5032133|gn|EIF1:10209| eukaryotic translation initiation factor 1 [Homo sapiens]	3	2	5|5	0.5608	0.1595
MEPCE	gi|5032133|gn|EIF1:10209| eukaryotic translation initiation factor 1 [Homo sapiens]	3	2	5|5	0.0959	0.5573
EIF4A2	gi|5032179|gn|TRIM28:10155| transcription intermediary factor 1-beta [Homo sapiens]	3	17	5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.3752	0.2956
MEPCE	gi|5032179|gn|TRIM28:10155| transcription intermediary factor 1-beta [Homo sapiens]	3	17	5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.3618	0.3094
EIF4A2	gi|50409707|gn|ARL6IP4:51329| ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 2 [Homo sapiens]	3	8	5|10|5|5|5|5|5|5	0.1787	0.4847
MEPCE	gi|50409707|gn|ARL6IP4:51329| ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 2 [Homo sapiens]	3	8	5|10|5|5|5|5|5|5	0.0893	0.5634
EIF4A2	gi|50409738|gn|ARL6IP4:51329| ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 3 [Homo sapiens]	3	1	5	0.0019	0.6385
MEPCE	gi|50409738|gn|ARL6IP4:51329| ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 3 [Homo sapiens]	3	1	5	0.0034	0.6353
EIF4A2	gi|50428925|gn|TBCB:1155| tubulin-folding cofactor B [Homo sapiens]	3	1	5	0.0126	0.6215
MEPCE	gi|50428925|gn|TBCB:1155| tubulin-folding cofactor B [Homo sapiens]	3	1	5	0.1455	0.5148
EIF4A2	gi|50593002|gn|SNRPA1:6627| U2 small nuclear ribonucleoprotein A' [Homo sapiens]	3	4	5|10|5|5	0.2459	0.4225
MEPCE	gi|50593002|gn|SNRPA1:6627| U2 small nuclear ribonucleoprotein A' [Homo sapiens]	3	4	5|10|5|5	0.1983	0.4675
EIF4A2	gi|50658063|gn|SMC4:10051| structural maintenance of chromosomes protein 4 [Homo sapiens]	3	14	5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.3727	0.2990
MEPCE	gi|50658063|gn|SMC4:10051| structural maintenance of chromosomes protein 4 [Homo sapiens]	3	14	5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.4344	0.2469
EIF4A2	gi|50659095|gn|DDX21:9188| nucleolar RNA helicase 2 isoform 1 [Homo sapiens]	3	3	5|5|5	0.6208	0.1289
MEPCE	gi|50659095|gn|DDX21:9188| nucleolar RNA helicase 2 isoform 1 [Homo sapiens]	3	3	5|5|5	0.7795	0.0567
EIF4A2	gi|50726968|gn|MFAP1:4236| microfibrillar-associated protein 1 [Homo sapiens]	3	5	5|5|5|5|5	0.1077	0.5477
MEPCE	gi|50726968|gn|MFAP1:4236| microfibrillar-associated protein 1 [Homo sapiens]	3	5	5|5|5|5|5	0.2045	0.4613
EIF4A2	gi|51173724|gn|BYSL:705| bystin [Homo sapiens]	3	2	5|5	0.1065	0.5487
MEPCE	gi|51173724|gn|BYSL:705| bystin [Homo sapiens]	3	2	5|5	0.4756	0.2108
EIF4A2	gi|51477708|gn|HNRNPD:3184| heterogeneous nuclear ribonucleoprotein D0 isoform d [Homo sapiens]	3	5	5|5|5|5|5	0.7613	0.0649
MEPCE	gi|51477708|gn|HNRNPD:3184| heterogeneous nuclear ribonucleoprotein D0 isoform d [Homo sapiens]	3	5	5|5|5|5|5	0.7143	0.0833
EIF4A2	gi|5174419|gn|CLPP:8192| putative ATP-dependent Clp protease proteolytic subunit, mitochondrial precursor [Homo sapiens]	3	2	5|5	0.1981	0.4677
MEPCE	gi|5174419|gn|CLPP:8192| putative ATP-dependent Clp protease proteolytic subunit, mitochondrial precursor [Homo sapiens]	3	2	5|5	0.0837	0.5685
EIF4A2	gi|5174447|gn|GNB2L1:10399| guanine nucleotide-binding protein subunit beta-2-like 1 [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.9986	0.0002
MEPCE	gi|5174447|gn|GNB2L1:10399| guanine nucleotide-binding protein subunit beta-2-like 1 [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.4283	0.2515
EIF4A2	gi|5174449|gn|H1FX:8971| histone H1x [Homo sapiens]	3	6	5|5|10|5|5|5	0.9151	0.0171
MEPCE	gi|5174449|gn|H1FX:8971| histone H1x [Homo sapiens]	3	6	5|5|10|5|5|5	0.9885	0.0018
EIF4A2	gi|5174529|gn|MAT2A:4144| S-adenosylmethionine synthase isoform type-2 [Homo sapiens]	3	5	5|5|5|5|5	0.2109	0.4579
MEPCE	gi|5174529|gn|MAT2A:4144| S-adenosylmethionine synthase isoform type-2 [Homo sapiens]	3	5	5|5|5|5|5	0.0882	0.5650
EIF4A2	gi|5174703|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform alpha [Homo sapiens]	3	1	5	0.3739	0.2971
MEPCE	gi|5174703|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform alpha [Homo sapiens]	3	1	5	0.1526	0.5086
EIF4A2	gi|5174735|gn|TUBB4B:10383| tubulin beta-4B chain [Homo sapiens]	3	2	5|5	0.0015	0.6404
MEPCE	gi|5174735|gn|TUBB4B:10383| tubulin beta-4B chain [Homo sapiens]	3	2	5|5	0.0012	0.6411
EIF4A2	gi|52426743|gn|LUC7L3:51747| luc7-like protein 3 [Homo sapiens]	3	11	5|5|5|5|5|5|5|5|5|5|5	0.1751	0.4870
MEPCE	gi|52426743|gn|LUC7L3:51747| luc7-like protein 3 [Homo sapiens]	3	11	5|5|5|5|5|5|5|5|5|5|5	0.1221	0.5351
EIF4A2	gi|52630440|gn|FKBP8:23770| peptidyl-prolyl cis-trans isomerase FKBP8 [Homo sapiens]	3	1	5	0.0713	0.5765
MEPCE	gi|52630440|gn|FKBP8:23770| peptidyl-prolyl cis-trans isomerase FKBP8 [Homo sapiens]	3	1	5	0.0263	0.6079
EIF4A2	gi|52632385|gn|HNRNPL:3191| heterogeneous nuclear ribonucleoprotein L isoform b [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	1.0000	0.0000
MEPCE	gi|52632385|gn|HNRNPL:3191| heterogeneous nuclear ribonucleoprotein L isoform b [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.3975	0.2754
EIF4A2	gi|5292161|gn|PSMD4:5710| 26S proteasome non-ATPase regulatory subunit 4 [Homo sapiens]	3	6	5|5|5|5|5|5	0.1157	0.5426
MEPCE	gi|5292161|gn|PSMD4:5710| 26S proteasome non-ATPase regulatory subunit 4 [Homo sapiens]	3	6	5|5|5|5|5|5	0.1188	0.5393
EIF4A2	gi|53692187|gn|ACTR2:10097| actin-related protein 2 isoform a [Homo sapiens]	3	2	5|5	0.3329	0.3359
MEPCE	gi|53692187|gn|ACTR2:10097| actin-related protein 2 isoform a [Homo sapiens]	3	2	5|5	0.4701	0.2150
EIF4A2	gi|53759103|gn|IPO8:10526| importin-8 isoform 1 [Homo sapiens]	3	5	5|5|5|5|10	0.2537	0.4129
MEPCE	gi|53759103|gn|IPO8:10526| importin-8 isoform 1 [Homo sapiens]	3	5	5|5|5|5|10	0.0849	0.5671
EIF4A2	gi|53759134|gn|ENDOG:2021| endonuclease G, mitochondrial precursor [Homo sapiens]	3	12	5|10|5|5|5|5|5|5|5|5|5|5	0.5568	0.1620
MEPCE	gi|53759134|gn|ENDOG:2021| endonuclease G, mitochondrial precursor [Homo sapiens]	3	12	5|10|5|5|5|5|5|5|5|5|5|5	0.9996	0.0000
EIF4A2	gi|53831995|gn|SF3A1:10291| splicing factor 3A subunit 1 isoform 2 [Homo sapiens]	3	6	5|5|5|5|5|5	0.3197	0.3486
MEPCE	gi|53831995|gn|SF3A1:10291| splicing factor 3A subunit 1 isoform 2 [Homo sapiens]	3	6	5|5|5|5|5|5	0.3173	0.3515
EIF4A2	gi|54112117|gn|SF3B1:23451| splicing factor 3B subunit 1 isoform 1 [Homo sapiens]	3	12	5|5|5|5|5|5|5|5|5|5|5|5	0.4044	0.2703
MEPCE	gi|54112117|gn|SF3B1:23451| splicing factor 3B subunit 1 isoform 1 [Homo sapiens]	3	12	5|5|5|5|5|5|5|5|5|5|5|5	0.2847	0.3833
EIF4A2	gi|54112121|gn|SF3B3:23450| splicing factor 3B subunit 3 [Homo sapiens]	3	14	5|5|5|5|5|5|5|5|10|5|5|5|5|5	0.1909	0.4729
MEPCE	gi|54112121|gn|SF3B3:23450| splicing factor 3B subunit 3 [Homo sapiens]	3	14	5|5|5|5|5|5|5|5|10|5|5|5|5|5	0.1317	0.5283
EIF4A2	gi|5453555|gn|RAN:5901| GTP-binding nuclear protein Ran [Homo sapiens]	3	5	5|5|5|5|5	0.0488	0.5919
MEPCE	gi|5453555|gn|RAN:5901| GTP-binding nuclear protein Ran [Homo sapiens]	3	5	5|5|5|5|5	0.0829	0.5692
EIF4A2	gi|5453597|gn|CAPZA1:829| F-actin-capping protein subunit alpha-1 [Homo sapiens]	3	6	5|5|5|5|5|5	0.4805	0.2094
MEPCE	gi|5453597|gn|CAPZA1:829| F-actin-capping protein subunit alpha-1 [Homo sapiens]	3	6	5|5|5|5|5|5	0.4749	0.2122
EIF4A2	gi|5453599|gn|CAPZA2:830| F-actin-capping protein subunit alpha-2 [Homo sapiens]	3	2	5|5	0.1352	0.5254
MEPCE	gi|5453599|gn|CAPZA2:830| F-actin-capping protein subunit alpha-2 [Homo sapiens]	3	2	5|5	0.0685	0.5795
EIF4A2	gi|5453603|gn|CCT2:10576| T-complex protein 1 subunit beta isoform 1 [Homo sapiens]	3	3	5|5|5	0.0167	0.6163
MEPCE	gi|5453603|gn|CCT2:10576| T-complex protein 1 subunit beta isoform 1 [Homo sapiens]	3	3	5|5|5	0.0035	0.6352
EIF4A2	gi|5453634|gn|DYNC1LI2:1783| cytoplasmic dynein 1 light intermediate chain 2 [Homo sapiens]	3	2	5|5	0.0098	0.6254
MEPCE	gi|5453634|gn|DYNC1LI2:1783| cytoplasmic dynein 1 light intermediate chain 2 [Homo sapiens]	3	2	5|5	0.0082	0.6272
EIF4A2	gi|5453682|gn|HEXIM1:10614| protein HEXIM1 [Homo sapiens]	3	4	5|5|5|5	0.3925	0.2820
MEPCE	gi|5453682|gn|HEXIM1:10614| protein HEXIM1 [Homo sapiens]	3	4	5|5|5|5	1.0000	0.0000
EIF4A2	gi|5453990|gn|PSME1:5720| proteasome activator complex subunit 1 isoform 1 [Homo sapiens]	3	1	5	0.0767	0.5725
MEPCE	gi|5453990|gn|PSME1:5720| proteasome activator complex subunit 1 isoform 1 [Homo sapiens]	3	1	5	0.3534	0.3176
EIF4A2	gi|5453998|gn|IPO7:10527| importin-7 [Homo sapiens]	3	1	5	0.1213	0.5363
MEPCE	gi|5453998|gn|IPO7:10527| importin-7 [Homo sapiens]	3	1	5	0.0418	0.5953
EIF4A2	gi|5454064|gn|RBM14:10432| RNA-binding protein 14 isoform 1 [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.9114	0.0181
MEPCE	gi|5454064|gn|RBM14:10432| RNA-binding protein 14 isoform 1 [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.9268	0.0134
EIF4A2	gi|5454088|gn|ANP32B:10541| acidic leucine-rich nuclear phosphoprotein 32 family member B [Homo sapiens]	3	1	5	0.3481	0.3221
MEPCE	gi|5454088|gn|ANP32B:10541| acidic leucine-rich nuclear phosphoprotein 32 family member B [Homo sapiens]	3	1	5	0.9773	0.0037
EIF4A2	gi|5454102|gn|TACC3:10460| transforming acidic coiled-coil-containing protein 3 [Homo sapiens]	3	2	5|5	0.1052	0.5494
MEPCE	gi|5454102|gn|TACC3:10460| transforming acidic coiled-coil-containing protein 3 [Homo sapiens]	3	2	5|5	0.2228	0.4474
EIF4A2	gi|5454154|gn|PPIH:10465| peptidyl-prolyl cis-trans isomerase H [Homo sapiens]	3	7	10|5|5|5|5|5|5	0.5143	0.1859
MEPCE	gi|5454154|gn|PPIH:10465| peptidyl-prolyl cis-trans isomerase H [Homo sapiens]	3	7	10|5|5|5|5|5|5	0.9855	0.0024
EIF4A2	gi|5454158|gn|VARS:7407| valine--tRNA ligase [Homo sapiens]	3	11	5|5|5|5|5|5|5|5|5|5|5	0.3298	0.3386
MEPCE	gi|5454158|gn|VARS:7407| valine--tRNA ligase [Homo sapiens]	3	11	5|5|5|5|5|5|5|5|5|5|5	0.4132	0.2614
EIF4A2	gi|54607053|gn|GCN1L1:10985| translational activator GCN1 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.3375	0.3316
MEPCE	gi|54607053|gn|GCN1L1:10985| translational activator GCN1 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.2861	0.3819
EIF4A2	gi|54607072|gn|YBEY:54059| rRNA maturation factor homolog isoform 1 [Homo sapiens]	3	2	5|5	0.3850	0.2885
MEPCE	gi|54607072|gn|YBEY:54059| rRNA maturation factor homolog isoform 1 [Homo sapiens]	3	2	5|5	0.9515	0.0092
EIF4A2	gi|54792069|gn|SUMO2:6613| small ubiquitin-related modifier 2 isoform a precursor [Homo sapiens]	3	1	5	0.0062	0.6306
MEPCE	gi|54792069|gn|SUMO2:6613| small ubiquitin-related modifier 2 isoform a precursor [Homo sapiens]	3	1	5	0.0718	0.5761
EIF4A2	gi|55741709|gn|RBM25:58517| RNA-binding protein 25 [Homo sapiens]	3	1	5	0.3588	0.3126
MEPCE	gi|55741709|gn|RBM25:58517| RNA-binding protein 25 [Homo sapiens]	3	1	5	0.3435	0.3258
EIF4A2	gi|55743130|gn|RPL32:6161| 60S ribosomal protein L32 [Homo sapiens]	3	1	5	0.5380	0.1713
MEPCE	gi|55743130|gn|RPL32:6161| 60S ribosomal protein L32 [Homo sapiens]	3	1	5	0.5662	0.1561
EIF4A2	gi|55749531|gn|SF3B2:10992| splicing factor 3B subunit 2 [Homo sapiens]	3	6	5|5|5|5|5|5	0.1841	0.4795
MEPCE	gi|55749531|gn|SF3B2:10992| splicing factor 3B subunit 2 [Homo sapiens]	3	6	5|5|5|5|5|5	0.1834	0.4801
EIF4A2	gi|55749932|gn|DES:1674| desmin [Homo sapiens]	3	2	5|5	0.4232	0.2544
MEPCE	gi|55749932|gn|DES:1674| desmin [Homo sapiens]	3	2	5|5	0.1731	0.4894
EIF4A2	gi|55769533|gn|PAWR:5074| PRKC apoptosis WT1 regulator protein [Homo sapiens]	3	1	5	0.2898	0.3787
MEPCE	gi|55769533|gn|PAWR:5074| PRKC apoptosis WT1 regulator protein [Homo sapiens]	3	1	5	0.2920	0.3769
EIF4A2	gi|55956788|gn|NCL:4691| nucleolin [Homo sapiens]	3	16	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.5957	0.1413
MEPCE	gi|55956788|gn|NCL:4691| nucleolin [Homo sapiens]	3	16	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.9993	0.0001
EIF4A2	gi|55956899|gn|KRT9:3857| keratin, type I cytoskeletal 9 [Homo sapiens]	3	2	5|5	0.2995	0.3707
MEPCE	gi|55956899|gn|KRT9:3857| keratin, type I cytoskeletal 9 [Homo sapiens]	3	2	5|5	0.3828	0.2911
EIF4A2	gi|55956919|gn|HNRNPAB:3182| heterogeneous nuclear ribonucleoprotein A/B isoform a [Homo sapiens]	3	5	5|5|5|5|5	0.9769	0.0039
MEPCE	gi|55956919|gn|HNRNPAB:3182| heterogeneous nuclear ribonucleoprotein A/B isoform a [Homo sapiens]	3	5	5|5|5|5|5	0.8046	0.0461
EIF4A2	gi|56160511| E1B 19K [Human adenovirus 2]	3	2	5|5	0.0721	0.5756
MEPCE	gi|56160511| E1B 19K [Human adenovirus 2]	3	2	5|5	0.0646	0.5807
EIF4A2	gi|56160531| E1B 19K [Human adenovirus 5]	3	2	5|5	0.1552	0.5072
MEPCE	gi|56160531| E1B 19K [Human adenovirus 5]	3	2	5|5	0.0682	0.5797
EIF4A2	gi|56160532| E1B 55K [Human adenovirus 5]	3	2	5|10	0.0270	0.6072
MEPCE	gi|56160532| E1B 55K [Human adenovirus 5]	3	2	5|10	0.6240	0.1280
EIF4A2	gi|56181387|gn|STUB1:10273| E3 ubiquitin-protein ligase CHIP [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.2409	0.4263
MEPCE	gi|56181387|gn|STUB1:10273| E3 ubiquitin-protein ligase CHIP [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.1314	0.5287
EIF4A2	gi|56237027|gn|IGF2BP1:10642| insulin-like growth factor 2 mRNA-binding protein 1 isoform 1 [Homo sapiens]	3	2	5|5	0.9719	0.0052
MEPCE	gi|56237027|gn|IGF2BP1:10642| insulin-like growth factor 2 mRNA-binding protein 1 isoform 1 [Homo sapiens]	3	2	5|5	0.6738	0.0993
EIF4A2	gi|56549123|gn|DNM2:1785| dynamin-2 isoform 2 [Homo sapiens]	3	1	5	0.2789	0.3882
MEPCE	gi|56549123|gn|DNM2:1785| dynamin-2 isoform 2 [Homo sapiens]	3	1	5	0.0891	0.5639
EIF4A2	gi|56549640|gn|SEPT2:4735| septin-2 [Homo sapiens]	3	2	5|5	0.3631	0.3087
MEPCE	gi|56549640|gn|SEPT2:4735| septin-2 [Homo sapiens]	3	2	5|5	0.0829	0.5692
EIF4A2	gi|56549694|gn|ENAH:55740| protein enabled homolog isoform a [Homo sapiens]	3	2	5|5	0.1024	0.5518
MEPCE	gi|56549694|gn|ENAH:55740| protein enabled homolog isoform a [Homo sapiens]	3	2	5|5	0.0408	0.5965
EIF4A2	gi|56550051|gn|USP39:10713| U4/U6	3	1	25	0.4740	0.2127
MEPCE	gi|56550051|gn|USP39:10713| U4/U6	3	1	25	0.9585	0.0075
EIF4A2	gi|56550081|gn|BUB3:9184| mitotic checkpoint protein BUB3 isoform b [Homo sapiens]	3	2	5|5	0.0826	0.5697
MEPCE	gi|56550081|gn|BUB3:9184| mitotic checkpoint protein BUB3 isoform b [Homo sapiens]	3	2	5|5	0.1339	0.5262
EIF4A2	gi|56676330|gn|HP1BP3:50809| heterochromatin protein 1-binding protein 3 [Homo sapiens]	3	2	5|5	0.3412	0.3285
MEPCE	gi|56676330|gn|HP1BP3:50809| heterochromatin protein 1-binding protein 3 [Homo sapiens]	3	2	5|5	0.6290	0.1260
EIF4A2	gi|56699409|gn|RBMX:27316| RNA-binding motif protein, X chromosome isoform 1 [Homo sapiens]	3	2	5|5	0.3070	0.3641
MEPCE	gi|56699409|gn|RBMX:27316| RNA-binding motif protein, X chromosome isoform 1 [Homo sapiens]	3	2	5|5	0.5198	0.1801
EIF4A2	gi|56699482|gn|FAM98A:25940| protein FAM98A [Homo sapiens]	3	2	5|5	0.7328	0.0761
MEPCE	gi|56699482|gn|FAM98A:25940| protein FAM98A [Homo sapiens]	3	2	5|5	0.3860	0.2874
EIF4A2	gi|56699485|gn|EIF2D:1939| eukaryotic translation initiation factor 2D isoform 1 [Homo sapiens]	3	2	5|5	0.7280	0.0780
MEPCE	gi|56699485|gn|EIF2D:1939| eukaryotic translation initiation factor 2D isoform 1 [Homo sapiens]	3	2	5|5	0.4831	0.2076
EIF4A2	gi|57222563|gn|CKAP5:9793| cytoskeleton-associated protein 5 isoform b [Homo sapiens]	3	2	5|5	0.4476	0.2354
MEPCE	gi|57222563|gn|CKAP5:9793| cytoskeleton-associated protein 5 isoform b [Homo sapiens]	3	2	5|5	0.7259	0.0785
EIF4A2	gi|57222565|gn|PPP2CB:5516| serine/threonine-protein phosphatase 2A catalytic subunit beta isoform [Homo sapiens]	3	4	5|5|5|5	0.0415	0.5960
MEPCE	gi|57222565|gn|PPP2CB:5516| serine/threonine-protein phosphatase 2A catalytic subunit beta isoform [Homo sapiens]	3	4	5|5|5|5	0.0083	0.6271
EIF4A2	gi|57242777|gn|MYCBP:26292| C-Myc-binding protein [Homo sapiens]	3	5	10|5|5|5|5	0.1985	0.4670
MEPCE	gi|57242777|gn|MYCBP:26292| C-Myc-binding protein [Homo sapiens]	3	5	10|5|5|5|5	0.4719	0.2136
EIF4A2	gi|5729732|gn|ARPP19:10776| cAMP-regulated phosphoprotein 19 [Homo sapiens]	3	1	5	0.1100	0.5463
MEPCE	gi|5729732|gn|ARPP19:10776| cAMP-regulated phosphoprotein 19 [Homo sapiens]	3	1	5	0.0279	0.6063
EIF4A2	gi|5729779|gn|COPS8:10920| COP9 signalosome complex subunit 8 isoform 1 [Homo sapiens]	3	3	5|5|5	0.1020	0.5521
MEPCE	gi|5729779|gn|COPS8:10920| COP9 signalosome complex subunit 8 isoform 1 [Homo sapiens]	3	3	5|5|5	0.4398	0.2431
EIF4A2	gi|5729877|gn|HSPA8:3312| heat shock cognate 71 kDa protein isoform 1 [Homo sapiens]	3	4	5|10|5|5	0.0092	0.6262
MEPCE	gi|5729877|gn|HSPA8:3312| heat shock cognate 71 kDa protein isoform 1 [Homo sapiens]	3	4	5|10|5|5	0.0055	0.6316
EIF4A2	gi|5729953|gn|NUDC:10726| nuclear migration protein nudC [Homo sapiens]	3	6	5|5|5|5|5|5	0.1800	0.4836
MEPCE	gi|5729953|gn|NUDC:10726| nuclear migration protein nudC [Homo sapiens]	3	6	5|5|5|5|5|5	0.1404	0.5196
EIF4A2	gi|5729991|gn|PSMC4:5704| 26S protease regulatory subunit 6B isoform 1 [Homo sapiens]	3	1	5	0.2956	0.3740
MEPCE	gi|5729991|gn|PSMC4:5704| 26S protease regulatory subunit 6B isoform 1 [Homo sapiens]	3	1	5	0.1217	0.5357
EIF4A2	gi|5730023|gn|RUVBL2:10856| ruvB-like 2 [Homo sapiens]	3	13	5|5|10|5|5|5|5|5|5|5|5|5|5	0.3099	0.3608
MEPCE	gi|5730023|gn|RUVBL2:10856| ruvB-like 2 [Homo sapiens]	3	13	5|5|10|5|5|5|5|5|5|5|5|5|5	0.1374	0.5221
EIF4A2	gi|5730027|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 1 [Homo sapiens]	3	2	5|5	0.6564	0.1098
MEPCE	gi|5730027|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 1 [Homo sapiens]	3	2	5|5	0.5767	0.1497
EIF4A2	gi|5730085|gn|DYNLT1:6993| dynein light chain Tctex-type 1 [Homo sapiens]	3	1	5	0.1060	0.5488
MEPCE	gi|5730085|gn|DYNLT1:6993| dynein light chain Tctex-type 1 [Homo sapiens]	3	1	5	0.0404	0.5968
EIF4A2	gi|57634536|gn|LARP4B:23185| la-related protein 4B [Homo sapiens]	3	3	5|5|5	0.8833	0.0221
MEPCE	gi|57634536|gn|LARP4B:23185| la-related protein 4B [Homo sapiens]	3	3	5|5|5	0.4112	0.2635
EIF4A2	gi|57863257|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform a [Homo sapiens]	3	7	5|5|5|10|5|5|5	0.1405	0.5194
MEPCE	gi|57863257|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform a [Homo sapiens]	3	7	5|5|5|10|5|5|5	0.0930	0.5590
EIF4A2	gi|57863259|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform b [Homo sapiens]	3	13	5|5|5|5|5|5|5|5|5|5|5|5|5	0.1946	0.4704
MEPCE	gi|57863259|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform b [Homo sapiens]	3	13	5|5|5|5|5|5|5|5|5|5|5|5|5	0.0982	0.5561
EIF4A2	gi|57863269|gn|RRP1B:23076| ribosomal RNA processing protein 1 homolog B [Homo sapiens]	3	1	5	0.8352	0.0371
MEPCE	gi|57863269|gn|RRP1B:23076| ribosomal RNA processing protein 1 homolog B [Homo sapiens]	3	1	5	0.9995	0.0001
