Bait	Prey	#Rep	#Pep	AvgP	BFDR
MEPCE	gi|5730023|gn|RUVBL2:10856| ruvB-like 2 [Homo sapiens]	3	13	0.1208	0.4696
EIF4A2	gi|5730027|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 1 [Homo sapiens]	3	2	0.6842	0.0716
MEPCE	gi|5730027|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 1 [Homo sapiens]	3	2	0.6494	0.0964
EIF4A2	gi|5730085|gn|DYNLT1:6993| dynein light chain Tctex-type 1 [Homo sapiens]	3	1	0.0009	0.6543
MEPCE	gi|5730085|gn|DYNLT1:6993| dynein light chain Tctex-type 1 [Homo sapiens]	3	1	0.0014	0.6495
EIF4A2	gi|57634536|gn|LARP4B:23185| la-related protein 4B [Homo sapiens]	3	3	0.9981	0.0001
MEPCE	gi|57634536|gn|LARP4B:23185| la-related protein 4B [Homo sapiens]	3	3	0.5716	0.1285
EIF4A2	gi|57863257|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform a [Homo sapiens]	3	7	0.0062	0.6180
MEPCE	gi|57863257|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform a [Homo sapiens]	3	7	0.0267	0.5665
EIF4A2	gi|57863259|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform b [Homo sapiens]	3	13	0.1692	0.4224
MEPCE	gi|57863259|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform b [Homo sapiens]	3	13	0.0453	0.5450
EIF4A2	gi|57863269|gn|RRP1B:23076| ribosomal RNA processing protein 1 homolog B [Homo sapiens]	3	1	0.9994	0.0000
MEPCE	gi|57863269|gn|RRP1B:23076| ribosomal RNA processing protein 1 homolog B [Homo sapiens]	3	1	1.0000	0.0000
EIF4A2	gi|5802974|gn|PRDX3:10935| thioredoxin-dependent peroxide reductase, mitochondrial isoform a precursor [Homo sapiens]	3	5	0.0592	0.5295
MEPCE	gi|5802974|gn|PRDX3:10935| thioredoxin-dependent peroxide reductase, mitochondrial isoform a precursor [Homo sapiens]	3	5	0.1023	0.4880
EIF4A2	gi|5803036|gn|HNRNPA0:10949| heterogeneous nuclear ribonucleoprotein A0 [Homo sapiens]	3	7	0.5910	0.1201
MEPCE	gi|5803036|gn|HNRNPA0:10949| heterogeneous nuclear ribonucleoprotein A0 [Homo sapiens]	3	7	0.8366	0.0250
EIF4A2	gi|5803135|gn|RAB35:11021| ras-related protein Rab-35 isoform 1 [Homo sapiens]	3	1	0.0002	0.6641
MEPCE	gi|5803135|gn|RAB35:11021| ras-related protein Rab-35 isoform 1 [Homo sapiens]	3	1	0.3336	0.2797
EIF4A2	gi|5803137|gn|RBM3:5935| putative RNA-binding protein 3 [Homo sapiens]	3	5	0.0360	0.5550
MEPCE	gi|5803137|gn|RBM3:5935| putative RNA-binding protein 3 [Homo sapiens]	3	5	0.2502	0.3526
EIF4A2	gi|5803165|gn|SEC61B:10952| protein transport protein Sec61 subunit beta [Homo sapiens]	3	1	0.0099	0.6038
MEPCE	gi|5803165|gn|SEC61B:10952| protein transport protein Sec61 subunit beta [Homo sapiens]	3	1	0.0235	0.5721
EIF4A2	gi|5803167|gn|SF3A3:10946| splicing factor 3A subunit 3 [Homo sapiens]	3	4	0.0236	0.5717
MEPCE	gi|5803167|gn|SF3A3:10946| splicing factor 3A subunit 3 [Homo sapiens]	3	4	0.0080	0.6105
EIF4A2	gi|5803181|gn|STIP1:10963| stress-induced-phosphoprotein 1 [Homo sapiens]	3	18	0.5166	0.1519
MEPCE	gi|5803181|gn|STIP1:10963| stress-induced-phosphoprotein 1 [Homo sapiens]	3	18	0.5172	0.1514
EIF4A2	gi|5803187|gn|TALDO1:6888| transaldolase [Homo sapiens]	3	1	0.2312	0.3661
MEPCE	gi|5803187|gn|TALDO1:6888| transaldolase [Homo sapiens]	3	1	0.0473	0.5427
EIF4A2	gi|5803191|gn|TCEA1:6917| transcription elongation factor A protein 1 isoform 1 [Homo sapiens]	3	1	0.0021	0.6427
MEPCE	gi|5803191|gn|TCEA1:6917| transcription elongation factor A protein 1 isoform 1 [Homo sapiens]	3	1	0.0283	0.5648
EIF4A2	gi|5803207|gn|U2AF1:7307| splicing factor U2AF 35 kDa subunit isoform a [Homo sapiens]	3	1	0.0014	0.6495
MEPCE	gi|5803207|gn|U2AF1:7307| splicing factor U2AF 35 kDa subunit isoform a [Homo sapiens]	3	1	0.0036	0.6316
EIF4A2	gi|5803225|gn|YWHAE:7531| 14-3-3 protein epsilon [Homo sapiens]	3	11	0.1777	0.4136
MEPCE	gi|5803225|gn|YWHAE:7531| 14-3-3 protein epsilon [Homo sapiens]	3	11	0.6710	0.0816
EIF4A2	gi|5803227|gn|YWHAQ:10971| 14-3-3 protein theta [Homo sapiens]	3	3	0.0257	0.5680
MEPCE	gi|5803227|gn|YWHAQ:10971| 14-3-3 protein theta [Homo sapiens]	3	3	0.3016	0.3067
EIF4A2	gi|58331171|gn|CCT6A:908| T-complex protein 1 subunit zeta isoform b [Homo sapiens]	3	9	0.0628	0.5254
MEPCE	gi|58331171|gn|CCT6A:908| T-complex protein 1 subunit zeta isoform b [Homo sapiens]	3	9	0.0033	0.6341
EIF4A2	gi|58331173|gn|CCT6B:10693| T-complex protein 1 subunit zeta-2 isoform 1 [Homo sapiens]	3	1	0.0006	0.6578
MEPCE	gi|58331173|gn|CCT6B:10693| T-complex protein 1 subunit zeta-2 isoform 1 [Homo sapiens]	3	1	0.0003	0.6627
EIF4A2	gi|58530845|gn|ZYX:7791| zyxin [Homo sapiens]	3	1	0.4142	0.2157
MEPCE	gi|58530845|gn|ZYX:7791| zyxin [Homo sapiens]	3	1	0.2403	0.3598
EIF4A2	gi|58761500|gn|OLA1:29789| obg-like ATPase 1 isoform 1 [Homo sapiens]	3	2	0.9374	0.0070
MEPCE	gi|58761500|gn|OLA1:29789| obg-like ATPase 1 isoform 1 [Homo sapiens]	3	2	0.2996	0.3083
EIF4A2	gi|58761502|gn|OLA1:29789| obg-like ATPase 1 isoform 2 [Homo sapiens]	3	1	0.0404	0.5505
MEPCE	gi|58761502|gn|OLA1:29789| obg-like ATPase 1 isoform 2 [Homo sapiens]	3	1	0.3338	0.2793
EIF4A2	gi|5901922|gn|CDC37:11140| hsp90 co-chaperone Cdc37 [Homo sapiens]	3	6	0.3136	0.2962
MEPCE	gi|5901922|gn|CDC37:11140| hsp90 co-chaperone Cdc37 [Homo sapiens]	3	6	0.0332	0.5599
EIF4A2	gi|5901926|gn|NUDT21:11051| cleavage and polyadenylation specificity factor subunit 5 [Homo sapiens]	3	7	0.6233	0.1093
MEPCE	gi|5901926|gn|NUDT21:11051| cleavage and polyadenylation specificity factor subunit 5 [Homo sapiens]	3	7	0.3346	0.2764
EIF4A2	gi|5901998|gn|LSM6:11157| U6 snRNA-associated Sm-like protein LSm6 [Homo sapiens]	3	2	0.0475	0.5418
MEPCE	gi|5901998|gn|LSM6:11157| U6 snRNA-associated Sm-like protein LSm6 [Homo sapiens]	3	2	0.9998	0.0000
EIF4A2	gi|5902076|gn|SRSF1:6426| serine/arginine-rich splicing factor 1 isoform 1 [Homo sapiens]	3	1	0.9839	0.0014
MEPCE	gi|5902076|gn|SRSF1:6426| serine/arginine-rich splicing factor 1 isoform 1 [Homo sapiens]	3	1	0.6396	0.1007
EIF4A2	gi|5902102|gn|SNRPD1:6632| small nuclear ribonucleoprotein Sm D1 [Homo sapiens]	3	6	0.1275	0.4618
MEPCE	gi|5902102|gn|SNRPD1:6632| small nuclear ribonucleoprotein Sm D1 [Homo sapiens]	3	6	0.1280	0.4612
EIF4A2	gi|59859885|gn|RPSA:3921| 40S ribosomal protein SA [Homo sapiens]	3	12	1.0000	0.0000
MEPCE	gi|59859885|gn|RPSA:3921| 40S ribosomal protein SA [Homo sapiens]	3	12	0.8438	0.0221
EIF4A2	gi|6005745|gn|DCTN3:11258| dynactin subunit 3 isoform 1 [Homo sapiens]	3	1	0.8201	0.0290
MEPCE	gi|6005745|gn|DCTN3:11258| dynactin subunit 3 isoform 1 [Homo sapiens]	3	1	0.2241	0.3724
EIF4A2	gi|6005814|gn|STK38:11329| serine/threonine-protein kinase 38 [Homo sapiens]	3	18	0.0384	0.5537
MEPCE	gi|6005814|gn|STK38:11329| serine/threonine-protein kinase 38 [Homo sapiens]	3	18	0.1695	0.4218
EIF4A2	gi|6005860|gn|RPL35:11224| 60S ribosomal protein L35 [Homo sapiens]	3	1	0.6930	0.0670
MEPCE	gi|6005860|gn|RPL35:11224| 60S ribosomal protein L35 [Homo sapiens]	3	1	1.0000	0.0000
EIF4A2	gi|6005942|gn|VCP:7415| transitional endoplasmic reticulum ATPase [Homo sapiens]	3	28	0.5272	0.1468
MEPCE	gi|6005942|gn|VCP:7415| transitional endoplasmic reticulum ATPase [Homo sapiens]	3	28	0.4076	0.2191
EIF4A2	gi|6005995|gn|CLTB:1212| clathrin light chain B isoform b [Homo sapiens]	3	1	0.0000	0.6668
MEPCE	gi|6005995|gn|CLTB:1212| clathrin light chain B isoform b [Homo sapiens]	3	1	0.0309	0.5628
EIF4A2	gi|60218913|gn|CACYBP:27101| calcyclin-binding protein isoform 2 [Homo sapiens]	3	6	0.5687	0.1295
MEPCE	gi|60218913|gn|CACYBP:27101| calcyclin-binding protein isoform 2 [Homo sapiens]	3	6	0.4177	0.2129
EIF4A2	gi|60279268|gn|U2AF2:11338| splicing factor U2AF 65 kDa subunit isoform b [Homo sapiens]	3	8	0.6705	0.0825
MEPCE	gi|60279268|gn|U2AF2:11338| splicing factor U2AF 65 kDa subunit isoform b [Homo sapiens]	3	8	0.2645	0.3396
EIF4A2	gi|61175265|gn|UBE2NL:389898| putative ubiquitin-conjugating enzyme E2 N-like [Homo sapiens]	3	1	0.0001	0.6652
MEPCE	gi|61175265|gn|UBE2NL:389898| putative ubiquitin-conjugating enzyme E2 N-like [Homo sapiens]	3	1	0.0039	0.6300
EIF4A2	gi|61676188|gn|HUWE1:10075| E3 ubiquitin-protein ligase HUWE1 [Homo sapiens]	3	7	0.2092	0.3873
MEPCE	gi|61676188|gn|HUWE1:10075| E3 ubiquitin-protein ligase HUWE1 [Homo sapiens]	3	7	0.2113	0.3863
EIF4A2	gi|61835148|gn|FXR1:8087| fragile X mental retardation syndrome-related protein 1 isoform a [Homo sapiens]	3	1	0.3641	0.2518
MEPCE	gi|61835148|gn|FXR1:8087| fragile X mental retardation syndrome-related protein 1 isoform a [Homo sapiens]	3	1	0.0861	0.5003
EIF4A2	gi|61835172|gn|FXR1:8087| fragile X mental retardation syndrome-related protein 1 isoform c [Homo sapiens]	3	4	0.8412	0.0224
MEPCE	gi|61835172|gn|FXR1:8087| fragile X mental retardation syndrome-related protein 1 isoform c [Homo sapiens]	3	4	0.1299	0.4581
EIF4A2	gi|62241013|gn|AKT1:207| RAC-alpha serine/threonine-protein kinase [Homo sapiens]	3	1	0.4215	0.2100
MEPCE	gi|62241013|gn|AKT1:207| RAC-alpha serine/threonine-protein kinase [Homo sapiens]	3	1	0.1565	0.4352
EIF4A2	gi|62241042|gn|EPRS:2058| bifunctional glutamate/proline--tRNA ligase [Homo sapiens]	3	17	0.2081	0.3880
MEPCE	gi|62241042|gn|EPRS:2058| bifunctional glutamate/proline--tRNA ligase [Homo sapiens]	3	17	0.0100	0.6031
EIF4A2	gi|62414289|gn|VIM:7431| vimentin [Homo sapiens]	3	14	0.3301	0.2835
MEPCE	gi|62414289|gn|VIM:7431| vimentin [Homo sapiens]	3	14	0.2274	0.3693
EIF4A2	gi|62422554|gn|PAK4:10298| serine/threonine-protein kinase PAK 4 isoform 1 [Homo sapiens]	3	1	0.2035	0.3936
MEPCE	gi|62422554|gn|PAK4:10298| serine/threonine-protein kinase PAK 4 isoform 1 [Homo sapiens]	3	1	0.1715	0.4196
EIF4A2	gi|62530388|gn|MRPL22:29093| 39S ribosomal protein L22, mitochondrial isoform b [Homo sapiens]	3	1	0.0007	0.6569
MEPCE	gi|62530388|gn|MRPL22:29093| 39S ribosomal protein L22, mitochondrial isoform b [Homo sapiens]	3	1	0.0487	0.5402
EIF4A2	gi|62865858|gn|PHF6:84295| PHD finger protein 6 isoform 1 [Homo sapiens]	3	1	0.0004	0.6613
MEPCE	gi|62865858|gn|PHF6:84295| PHD finger protein 6 isoform 1 [Homo sapiens]	3	1	0.2443	0.3566
EIF4A2	gi|62912457|gn|ALDH18A1:5832| delta-1-pyrroline-5-carboxylate synthase isoform 2 [Homo sapiens]	3	13	0.1409	0.4482
MEPCE	gi|62912457|gn|ALDH18A1:5832| delta-1-pyrroline-5-carboxylate synthase isoform 2 [Homo sapiens]	3	13	0.0174	0.5809
EIF4A2	gi|63055057|gn|ACTBL2:345651| beta-actin-like protein 2 [Homo sapiens]	3	1	0.0050	0.6244
MEPCE	gi|63055057|gn|ACTBL2:345651| beta-actin-like protein 2 [Homo sapiens]	3	1	0.0019	0.6448
EIF4A2	gi|63162572|gn|CCT3:7203| T-complex protein 1 subunit gamma isoform a [Homo sapiens]	3	20	0.0496	0.5392
MEPCE	gi|63162572|gn|CCT3:7203| T-complex protein 1 subunit gamma isoform a [Homo sapiens]	3	20	0.0295	0.5641
EIF4A2	gi|63176611|gn|SLTM:79811| SAFB-like transcription modulator isoform a [Homo sapiens]	3	2	0.0069	0.6141
MEPCE	gi|63176611|gn|SLTM:79811| SAFB-like transcription modulator isoform a [Homo sapiens]	3	2	0.0343	0.5571
EIF4A2	gi|63252900|gn|TPM1:7168| tropomyosin alpha-1 chain isoform 4 [Homo sapiens]	3	1	0.3311	0.2827
MEPCE	gi|63252900|gn|TPM1:7168| tropomyosin alpha-1 chain isoform 4 [Homo sapiens]	3	1	0.1306	0.4575
EIF4A2	gi|64085377|gn|IGF2BP2:10644| insulin-like growth factor 2 mRNA-binding protein 2 isoform a [Homo sapiens]	3	5	1.0000	0.0000
MEPCE	gi|64085377|gn|IGF2BP2:10644| insulin-like growth factor 2 mRNA-binding protein 2 isoform a [Homo sapiens]	3	5	0.6985	0.0635
EIF4A2	gi|6598323|gn|GDI2:2665| rab GDP dissociation inhibitor beta isoform 1 [Homo sapiens]	3	1	0.0622	0.5258
MEPCE	gi|6598323|gn|GDI2:2665| rab GDP dissociation inhibitor beta isoform 1 [Homo sapiens]	3	1	0.0165	0.5826
EIF4A2	gi|66346681|gn|SERBP1:26135| plasminogen activator inhibitor 1 RNA-binding protein isoform 2 [Homo sapiens]	3	2	0.0099	0.6038
MEPCE	gi|66346681|gn|SERBP1:26135| plasminogen activator inhibitor 1 RNA-binding protein isoform 2 [Homo sapiens]	3	2	0.5224	0.1483
EIF4A2	gi|66346683|gn|SERBP1:26135| plasminogen activator inhibitor 1 RNA-binding protein isoform 3 [Homo sapiens]	3	17	0.4211	0.2110
MEPCE	gi|66346683|gn|SERBP1:26135| plasminogen activator inhibitor 1 RNA-binding protein isoform 3 [Homo sapiens]	3	17	0.6077	0.1131
EIF4A2	gi|66392192|gn|NME2:4831| nucleoside diphosphate kinase B isoform a [Homo sapiens]	3	2	0.0002	0.6641
MEPCE	gi|66392192|gn|NME2:4831| nucleoside diphosphate kinase B isoform a [Homo sapiens]	3	2	0.0980	0.4912
EIF4A2	gi|6678271|gn|TARDBP:23435| TAR DNA-binding protein 43 [Homo sapiens]	3	4	0.9996	0.0000
MEPCE	gi|6678271|gn|TARDBP:23435| TAR DNA-binding protein 43 [Homo sapiens]	3	4	0.1786	0.4127
EIF4A2	gi|66879664|gn|ARF1:375| ADP-ribosylation factor 1 [Homo sapiens]	3	1	0.0792	0.5093
MEPCE	gi|66879664|gn|ARF1:375| ADP-ribosylation factor 1 [Homo sapiens]	3	1	0.0030	0.6368
EIF4A2	gi|66932909|gn|PUM1:9698| pumilio homolog 1 isoform 1 [Homo sapiens]	3	2	0.6519	0.0955
MEPCE	gi|66932909|gn|PUM1:9698| pumilio homolog 1 isoform 1 [Homo sapiens]	3	2	0.4888	0.1720
EIF4A2	gi|66933005|gn|CANX:821| calnexin precursor [Homo sapiens]	3	12	0.1184	0.4718
MEPCE	gi|66933005|gn|CANX:821| calnexin precursor [Homo sapiens]	3	12	0.1911	0.4047
EIF4A2	gi|66933016|gn|IMPDH2:3615| inosine-5'-monophosphate dehydrogenase 2 [Homo sapiens]	3	4	0.0153	0.5850
MEPCE	gi|66933016|gn|IMPDH2:3615| inosine-5'-monophosphate dehydrogenase 2 [Homo sapiens]	3	4	0.0156	0.5846
EIF4A2	gi|67089147|gn|FDFT1:2222| squalene synthase [Homo sapiens]	3	2	0.0206	0.5763
MEPCE	gi|67089147|gn|FDFT1:2222| squalene synthase [Homo sapiens]	3	2	0.0859	0.5006
EIF4A2	gi|67189747|gn|RPL6:6128| 60S ribosomal protein L6 [Homo sapiens]	3	7	0.9889	0.0007
MEPCE	gi|67189747|gn|RPL6:6128| 60S ribosomal protein L6 [Homo sapiens]	3	7	1.0000	0.0000
EIF4A2	gi|67782311|gn|SKIV2L:6499| helicase SKI2W [Homo sapiens]	3	1	0.9877	0.0008
MEPCE	gi|67782311|gn|SKIV2L:6499| helicase SKI2W [Homo sapiens]	3	1	0.6708	0.0821
EIF4A2	gi|67782362|gn|DHX29:54505| ATP-dependent RNA helicase DHX29 [Homo sapiens]	3	6	1.0000	0.0000
MEPCE	gi|67782362|gn|DHX29:54505| ATP-dependent RNA helicase DHX29 [Homo sapiens]	3	6	0.3752	0.2433
EIF4A2	gi|68160922|gn|RPS14:6208| 40S ribosomal protein S14 [Homo sapiens]	3	9	0.9996	0.0000
MEPCE	gi|68160922|gn|RPS14:6208| 40S ribosomal protein S14 [Homo sapiens]	3	9	0.9871	0.0009
EIF4A2	gi|68509926|gn|DHX15:1665| putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 [Homo sapiens]	3	10	0.4874	0.1725
MEPCE	gi|68509926|gn|DHX15:1665| putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 [Homo sapiens]	3	10	0.8881	0.0147
EIF4A2	gi|68800128|gn|U2AF1:7307| splicing factor U2AF 35 kDa subunit isoform b [Homo sapiens]	3	3	0.0791	0.5100
MEPCE	gi|68800128|gn|U2AF1:7307| splicing factor U2AF 35 kDa subunit isoform b [Homo sapiens]	3	3	0.1573	0.4343
EIF4A2	gi|6912478|gn|KPNA6:23633| importin subunit alpha-7 [Homo sapiens]	3	2	0.2514	0.3508
MEPCE	gi|6912478|gn|KPNA6:23633| importin subunit alpha-7 [Homo sapiens]	3	2	0.5840	0.1235
EIF4A2	gi|6912482|gn|LETM1:3954| LETM1 and EF-hand domain-containing protein 1, mitochondrial precursor [Homo sapiens]	3	1	0.0301	0.5635
MEPCE	gi|6912482|gn|LETM1:3954| LETM1 and EF-hand domain-containing protein 1, mitochondrial precursor [Homo sapiens]	3	1	0.6452	0.0978
EIF4A2	gi|6912486|gn|LSM4:25804| U6 snRNA-associated Sm-like protein LSm4 isoform 1 [Homo sapiens]	3	1	0.0050	0.6244
MEPCE	gi|6912486|gn|LSM4:25804| U6 snRNA-associated Sm-like protein LSm4 isoform 1 [Homo sapiens]	3	1	0.9998	0.0000
EIF4A2	gi|6912494|gn|MAPRE1:22919| microtubule-associated protein RP/EB family member 1 [Homo sapiens]	3	1	0.0490	0.5397
MEPCE	gi|6912494|gn|MAPRE1:22919| microtubule-associated protein RP/EB family member 1 [Homo sapiens]	3	1	0.2805	0.3257
EIF4A2	gi|69354671|gn|ABCF1:23| ATP-binding cassette sub-family F member 1 isoform a [Homo sapiens]	3	4	0.3240	0.2884
MEPCE	gi|69354671|gn|ABCF1:23| ATP-binding cassette sub-family F member 1 isoform a [Homo sapiens]	3	4	0.2224	0.3745
EIF4A2	gi|70995211|gn|ECH1:1891| delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial precursor [Homo sapiens]	3	10	0.4332	0.2003
MEPCE	gi|70995211|gn|ECH1:1891| delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial precursor [Homo sapiens]	3	10	0.9459	0.0057
EIF4A2	gi|71143137|gn|HMGB3:3149| high mobility group protein B3 [Homo sapiens]	3	1	0.0001	0.6652
MEPCE	gi|71143137|gn|HMGB3:3149| high mobility group protein B3 [Homo sapiens]	3	1	0.0004	0.6613
EIF4A2	gi|71274132|gn|PGAM4:441531| phosphoglycerate mutase 4 [Homo sapiens]	3	3	0.1288	0.4607
MEPCE	gi|71274132|gn|PGAM4:441531| phosphoglycerate mutase 4 [Homo sapiens]	3	3	0.1096	0.4832
EIF4A2	gi|71772415|gn|RPS15A:6210| 40S ribosomal protein S15a [Homo sapiens]	3	5	1.0000	0.0000
MEPCE	gi|71772415|gn|RPS15A:6210| 40S ribosomal protein S15a [Homo sapiens]	3	5	1.0000	0.0000
EIF4A2	gi|71772583|gn|RPS29:6235| 40S ribosomal protein S29 isoform 2 [Homo sapiens]	3	1	0.9437	0.0062
MEPCE	gi|71772583|gn|RPS29:6235| 40S ribosomal protein S29 isoform 2 [Homo sapiens]	3	1	0.6590	0.0907
EIF4A2	gi|71773106|gn|AP2B1:163| AP-2 complex subunit beta isoform a [Homo sapiens]	3	1	0.0114	0.5973
MEPCE	gi|71773106|gn|AP2B1:163| AP-2 complex subunit beta isoform a [Homo sapiens]	3	1	0.0490	0.5397
EIF4A2	gi|7242140|gn|CLPX:10845| ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial precursor [Homo sapiens]	3	3	0.1165	0.4751
MEPCE	gi|7242140|gn|CLPX:10845| ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial precursor [Homo sapiens]	3	3	0.3171	0.2930
EIF4A2	gi|73760405|gn|TMPO:7112| thymopoietin isoform beta [Homo sapiens]	3	1	0.1263	0.4632
MEPCE	gi|73760405|gn|TMPO:7112| thymopoietin isoform beta [Homo sapiens]	3	1	0.1992	0.3966
EIF4A2	gi|74136883|gn|HNRNPU:3192| heterogeneous nuclear ribonucleoprotein U isoform a [Homo sapiens]	3	14	0.8075	0.0329
MEPCE	gi|74136883|gn|HNRNPU:3192| heterogeneous nuclear ribonucleoprotein U isoform a [Homo sapiens]	3	14	0.5323	0.1448
EIF4A2	gi|74271837|gn|GLUL:2752| glutamine synthetase [Homo sapiens]	3	1	0.0046	0.6265
MEPCE	gi|74271837|gn|GLUL:2752| glutamine synthetase [Homo sapiens]	3	1	0.3993	0.2257
EIF4A2	gi|7427519|gn|MCM6:4175| DNA replication licensing factor MCM6 [Homo sapiens]	3	19	0.1455	0.4441
MEPCE	gi|7427519|gn|MCM6:4175| DNA replication licensing factor MCM6 [Homo sapiens]	3	19	0.1595	0.4316
EIF4A2	gi|7549809|gn|PLS3:5358| plastin-3 isoform 1 [Homo sapiens]	3	2	0.0527	0.5354
MEPCE	gi|7549809|gn|PLS3:5358| plastin-3 isoform 1 [Homo sapiens]	3	2	0.0031	0.6357
EIF4A2	gi|75677349|gn|PAIP2:51247| polyadenylate-binding protein-interacting protein 2 [Homo sapiens]	3	1	1.0000	0.0000
MEPCE	gi|75677349|gn|PAIP2:51247| polyadenylate-binding protein-interacting protein 2 [Homo sapiens]	3	1	0.3120	0.2978
EIF4A2	gi|75709208|gn|ACOT7:11332| cytosolic acyl coenzyme A thioester hydrolase isoform hBACHa [Homo sapiens]	3	2	0.0813	0.5057
MEPCE	gi|75709208|gn|ACOT7:11332| cytosolic acyl coenzyme A thioester hydrolase isoform hBACHa [Homo sapiens]	3	2	0.0516	0.5373
EIF4A2	gi|75813620|gn|PPM1B:5495| protein phosphatase 1B isoform 5 [Homo sapiens]	3	16	0.2615	0.3436
MEPCE	gi|75813620|gn|PPM1B:5495| protein phosphatase 1B isoform 5 [Homo sapiens]	3	16	0.2569	0.3490
EIF4A2	gi|76496472|gn|RPL3:6122| 60S ribosomal protein L3 isoform b [Homo sapiens]	3	7	0.9879	0.0008
MEPCE	gi|76496472|gn|RPL3:6122| 60S ribosomal protein L3 isoform b [Homo sapiens]	3	7	1.0000	0.0000
EIF4A2	gi|7656879|gn|AFF4:27125| AF4/FMR2 family member 4 [Homo sapiens]	3	4	0.3683	0.2487
MEPCE	gi|7656879|gn|AFF4:27125| AF4/FMR2 family member 4 [Homo sapiens]	3	4	1.0000	0.0000
EIF4A2	gi|7657015|gn|C22orf28:51493| tRNA-splicing ligase RtcB homolog [Homo sapiens]	3	13	1.0000	0.0000
MEPCE	gi|7657015|gn|C22orf28:51493| tRNA-splicing ligase RtcB homolog [Homo sapiens]	3	13	0.6859	0.0706
EIF4A2	gi|7657313|gn|LSM1:27257| U6 snRNA-associated Sm-like protein LSm1 [Homo sapiens]	3	1	0.0362	0.5548
MEPCE	gi|7657313|gn|LSM1:27257| U6 snRNA-associated Sm-like protein LSm1 [Homo sapiens]	3	1	0.7796	0.0374
EIF4A2	gi|7657315|gn|LSM3:27258| U6 snRNA-associated Sm-like protein LSm3 [Homo sapiens]	3	1	0.0942	0.4941
MEPCE	gi|7657315|gn|LSM3:27258| U6 snRNA-associated Sm-like protein LSm3 [Homo sapiens]	3	1	1.0000	0.0000
EIF4A2	gi|7657381|gn|PRPF19:27339| pre-mRNA-processing factor 19 [Homo sapiens]	3	4	0.7641	0.0423
MEPCE	gi|7657381|gn|PRPF19:27339| pre-mRNA-processing factor 19 [Homo sapiens]	3	4	0.7708	0.0396
EIF4A2	gi|7657441|gn|PDAP1:11333| 28 kDa heat- and acid-stable phosphoprotein [Homo sapiens]	3	5	0.0085	0.6096
MEPCE	gi|7657441|gn|PDAP1:11333| 28 kDa heat- and acid-stable phosphoprotein [Homo sapiens]	3	5	0.0021	0.6427
EIF4A2	gi|7661532|gn|NOB1:28987| RNA-binding protein NOB1 [Homo sapiens]	3	2	0.3676	0.2496
MEPCE	gi|7661532|gn|NOB1:28987| RNA-binding protein NOB1 [Homo sapiens]	3	2	0.0145	0.5891
EIF4A2	gi|7661672|gn|POLDIP2:26073| polymerase delta-interacting protein 2 [Homo sapiens]	3	5	0.5206	0.1494
MEPCE	gi|7661672|gn|POLDIP2:26073| polymerase delta-interacting protein 2 [Homo sapiens]	3	5	0.8803	0.0164
EIF4A2	gi|7661696|gn|FAM32A:26017| protein FAM32A [Homo sapiens]	3	1	0.0000	0.6668
MEPCE	gi|7661696|gn|FAM32A:26017| protein FAM32A [Homo sapiens]	3	1	0.0000	0.6668
EIF4A2	gi|7661730|gn|MRPS28:28957| 28S ribosomal protein S28, mitochondrial [Homo sapiens]	3	2	0.5008	0.1630
MEPCE	gi|7661730|gn|MRPS28:28957| 28S ribosomal protein S28, mitochondrial [Homo sapiens]	3	2	0.3183	0.2925
EIF4A2	gi|7661798|gn|CRIPT:9419| cysteine-rich PDZ-binding protein [Homo sapiens]	3	1	0.0018	0.6461
MEPCE	gi|7661798|gn|CRIPT:9419| cysteine-rich PDZ-binding protein [Homo sapiens]	3	1	0.0010	0.6531
EIF4A2	gi|7661914|gn|PSMD6:9861| 26S proteasome non-ATPase regulatory subunit 6 isoform 2 [Homo sapiens]	3	2	0.0148	0.5871
MEPCE	gi|7661914|gn|PSMD6:9861| 26S proteasome non-ATPase regulatory subunit 6 isoform 2 [Homo sapiens]	3	2	0.0124	0.5946
EIF4A2	gi|7661920|gn|EIF4A3:9775| eukaryotic initiation factor 4A-III [Homo sapiens]	3	5	0.8094	0.0321
MEPCE	gi|7661920|gn|EIF4A3:9775| eukaryotic initiation factor 4A-III [Homo sapiens]	3	5	0.3879	0.2331
EIF4A2	gi|7661952|gn|SART3:9733| squamous cell carcinoma antigen recognized by T-cells 3 [Homo sapiens]	3	41	0.4036	0.2210
MEPCE	gi|7661952|gn|SART3:9733| squamous cell carcinoma antigen recognized by T-cells 3 [Homo sapiens]	3	41	1.0000	0.0000
