Bait	Prey	#Rep	AvgP	BFDR
EIF4A2	gi|5174703|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform alpha [Homo sapiens]	3	0.1848	0.3110
MEPCE	gi|5174703|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform alpha [Homo sapiens]	3	0.3350	0.2210
EIF4A2	gi|5174735|gn|TUBB4B:10383| tubulin beta-4B chain [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|5174735|gn|TUBB4B:10383| tubulin beta-4B chain [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|52426743|gn|LUC7L3:51747| luc7-like protein 3 [Homo sapiens]	3	0.0002	0.6436
MEPCE	gi|52426743|gn|LUC7L3:51747| luc7-like protein 3 [Homo sapiens]	3	0.0004	0.6277
EIF4A2	gi|52630440|gn|FKBP8:23770| peptidyl-prolyl cis-trans isomerase FKBP8 [Homo sapiens]	3	0.0002	0.6436
MEPCE	gi|52630440|gn|FKBP8:23770| peptidyl-prolyl cis-trans isomerase FKBP8 [Homo sapiens]	3	0.0017	0.5936
EIF4A2	gi|52632385|gn|HNRNPL:3191| heterogeneous nuclear ribonucleoprotein L isoform b [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|52632385|gn|HNRNPL:3191| heterogeneous nuclear ribonucleoprotein L isoform b [Homo sapiens]	3	0.0166	0.4933
EIF4A2	gi|5292161|gn|PSMD4:5710| 26S proteasome non-ATPase regulatory subunit 4 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|5292161|gn|PSMD4:5710| 26S proteasome non-ATPase regulatory subunit 4 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|53692187|gn|ACTR2:10097| actin-related protein 2 isoform a [Homo sapiens]	3	0.0027	0.5758
MEPCE	gi|53692187|gn|ACTR2:10097| actin-related protein 2 isoform a [Homo sapiens]	3	0.3602	0.1843
EIF4A2	gi|53759103|gn|IPO8:10526| importin-8 isoform 1 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|53759103|gn|IPO8:10526| importin-8 isoform 1 [Homo sapiens]	3	0.0060	0.5424
EIF4A2	gi|53759134|gn|ENDOG:2021| endonuclease G, mitochondrial precursor [Homo sapiens]	3	0.0689	0.4057
MEPCE	gi|53759134|gn|ENDOG:2021| endonuclease G, mitochondrial precursor [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|53831995|gn|SF3A1:10291| splicing factor 3A subunit 1 isoform 2 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|53831995|gn|SF3A1:10291| splicing factor 3A subunit 1 isoform 2 [Homo sapiens]	3	0.0019	0.5887
EIF4A2	gi|54112117|gn|SF3B1:23451| splicing factor 3B subunit 1 isoform 1 [Homo sapiens]	3	0.0011	0.6067
MEPCE	gi|54112117|gn|SF3B1:23451| splicing factor 3B subunit 1 isoform 1 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|54112121|gn|SF3B3:23450| splicing factor 3B subunit 3 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|54112121|gn|SF3B3:23450| splicing factor 3B subunit 3 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|5453555|gn|RAN:5901| GTP-binding nuclear protein Ran [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|5453555|gn|RAN:5901| GTP-binding nuclear protein Ran [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|5453597|gn|CAPZA1:829| F-actin-capping protein subunit alpha-1 [Homo sapiens]	3	0.1221	0.3564
MEPCE	gi|5453597|gn|CAPZA1:829| F-actin-capping protein subunit alpha-1 [Homo sapiens]	3	0.4292	0.1491
EIF4A2	gi|5453599|gn|CAPZA2:830| F-actin-capping protein subunit alpha-2 [Homo sapiens]	3	0.0336	0.4561
MEPCE	gi|5453599|gn|CAPZA2:830| F-actin-capping protein subunit alpha-2 [Homo sapiens]	3	0.0031	0.5727
EIF4A2	gi|5453603|gn|CCT2:10576| T-complex protein 1 subunit beta isoform 1 [Homo sapiens]	3	0.0040	0.5611
MEPCE	gi|5453603|gn|CCT2:10576| T-complex protein 1 subunit beta isoform 1 [Homo sapiens]	3	0.0008	0.6130
EIF4A2	gi|5453634|gn|DYNC1LI2:1783| cytoplasmic dynein 1 light intermediate chain 2 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|5453634|gn|DYNC1LI2:1783| cytoplasmic dynein 1 light intermediate chain 2 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|5453682|gn|HEXIM1:10614| protein HEXIM1 [Homo sapiens]	3	0.0260	0.4709
MEPCE	gi|5453682|gn|HEXIM1:10614| protein HEXIM1 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|5453990|gn|PSME1:5720| proteasome activator complex subunit 1 isoform 1 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|5453990|gn|PSME1:5720| proteasome activator complex subunit 1 isoform 1 [Homo sapiens]	3	0.3408	0.2060
EIF4A2	gi|5453998|gn|IPO7:10527| importin-7 [Homo sapiens]	3	0.0033	0.5696
MEPCE	gi|5453998|gn|IPO7:10527| importin-7 [Homo sapiens]	3	0.0140	0.5006
EIF4A2	gi|5454064|gn|RBM14:10432| RNA-binding protein 14 isoform 1 [Homo sapiens]	3	0.9999	0.0000
MEPCE	gi|5454064|gn|RBM14:10432| RNA-binding protein 14 isoform 1 [Homo sapiens]	3	0.9739	0.0014
EIF4A2	gi|5454088|gn|ANP32B:10541| acidic leucine-rich nuclear phosphoprotein 32 family member B [Homo sapiens]	3	0.3492	0.1930
MEPCE	gi|5454088|gn|ANP32B:10541| acidic leucine-rich nuclear phosphoprotein 32 family member B [Homo sapiens]	3	0.9951	0.0002
EIF4A2	gi|5454102|gn|TACC3:10460| transforming acidic coiled-coil-containing protein 3 [Homo sapiens]	3	0.0169	0.4922
MEPCE	gi|5454102|gn|TACC3:10460| transforming acidic coiled-coil-containing protein 3 [Homo sapiens]	3	0.0217	0.4803
EIF4A2	gi|5454154|gn|PPIH:10465| peptidyl-prolyl cis-trans isomerase H [Homo sapiens]	3	0.3325	0.2328
MEPCE	gi|5454154|gn|PPIH:10465| peptidyl-prolyl cis-trans isomerase H [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|5454158|gn|VARS:7407| valine--tRNA ligase [Homo sapiens]	3	0.0990	0.3764
MEPCE	gi|5454158|gn|VARS:7407| valine--tRNA ligase [Homo sapiens]	3	0.6648	0.0758
EIF4A2	gi|54607053|gn|GCN1L1:10985| translational activator GCN1 [Homo sapiens]	3	0.0012	0.6030
MEPCE	gi|54607053|gn|GCN1L1:10985| translational activator GCN1 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|54607072|gn|YBEY:54059| rRNA maturation factor homolog isoform 1 [Homo sapiens]	3	0.9997	0.0000
MEPCE	gi|54607072|gn|YBEY:54059| rRNA maturation factor homolog isoform 1 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|54792069|gn|SUMO2:6613| small ubiquitin-related modifier 2 isoform a precursor [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|54792069|gn|SUMO2:6613| small ubiquitin-related modifier 2 isoform a precursor [Homo sapiens]	3	0.0138	0.5010
EIF4A2	gi|55741709|gn|RBM25:58517| RNA-binding protein 25 [Homo sapiens]	3	0.0779	0.3963
MEPCE	gi|55741709|gn|RBM25:58517| RNA-binding protein 25 [Homo sapiens]	3	0.0248	0.4722
EIF4A2	gi|55743130|gn|RPL32:6161| 60S ribosomal protein L32 [Homo sapiens]	3	0.1098	0.3670
MEPCE	gi|55743130|gn|RPL32:6161| 60S ribosomal protein L32 [Homo sapiens]	3	0.5261	0.1214
EIF4A2	gi|55749531|gn|SF3B2:10992| splicing factor 3B subunit 2 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|55749531|gn|SF3B2:10992| splicing factor 3B subunit 2 [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|55749932|gn|DES:1674| desmin [Homo sapiens]	3	0.2047	0.2979
MEPCE	gi|55749932|gn|DES:1674| desmin [Homo sapiens]	3	0.0242	0.4738
EIF4A2	gi|55769533|gn|PAWR:5074| PRKC apoptosis WT1 regulator protein [Homo sapiens]	3	0.1781	0.3155
MEPCE	gi|55769533|gn|PAWR:5074| PRKC apoptosis WT1 regulator protein [Homo sapiens]	3	0.1945	0.3053
EIF4A2	gi|55956788|gn|NCL:4691| nucleolin [Homo sapiens]	3	0.0248	0.4722
MEPCE	gi|55956788|gn|NCL:4691| nucleolin [Homo sapiens]	3	0.9997	0.0000
EIF4A2	gi|55956899|gn|KRT9:3857| keratin, type I cytoskeletal 9 [Homo sapiens]	3	0.0310	0.4600
MEPCE	gi|55956899|gn|KRT9:3857| keratin, type I cytoskeletal 9 [Homo sapiens]	3	0.1363	0.3445
EIF4A2	gi|55956919|gn|HNRNPAB:3182| heterogeneous nuclear ribonucleoprotein A/B isoform a [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|55956919|gn|HNRNPAB:3182| heterogeneous nuclear ribonucleoprotein A/B isoform a [Homo sapiens]	3	0.9991	0.0000
EIF4A2	gi|56160511| E1B 19K [Human adenovirus 2]	3	0.0000	0.6820
MEPCE	gi|56160511| E1B 19K [Human adenovirus 2]	3	0.0000	0.6820
EIF4A2	gi|56160531| E1B 19K [Human adenovirus 5]	3	0.0009	0.6114
MEPCE	gi|56160531| E1B 19K [Human adenovirus 5]	3	0.0004	0.6277
EIF4A2	gi|56160532| E1B 55K [Human adenovirus 5]	3	0.0002	0.6436
MEPCE	gi|56160532| E1B 55K [Human adenovirus 5]	3	0.7946	0.0157
EIF4A2	gi|56181387|gn|STUB1:10273| E3 ubiquitin-protein ligase CHIP [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|56181387|gn|STUB1:10273| E3 ubiquitin-protein ligase CHIP [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|56237027|gn|IGF2BP1:10642| insulin-like growth factor 2 mRNA-binding protein 1 isoform 1 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|56237027|gn|IGF2BP1:10642| insulin-like growth factor 2 mRNA-binding protein 1 isoform 1 [Homo sapiens]	3	0.9620	0.0020
EIF4A2	gi|56549123|gn|DNM2:1785| dynamin-2 isoform 2 [Homo sapiens]	3	0.3386	0.2098
MEPCE	gi|56549123|gn|DNM2:1785| dynamin-2 isoform 2 [Homo sapiens]	3	0.0098	0.5153
EIF4A2	gi|56549640|gn|SEPT2:4735| septin-2 [Homo sapiens]	3	0.2782	0.2628
MEPCE	gi|56549640|gn|SEPT2:4735| septin-2 [Homo sapiens]	3	0.0012	0.6030
EIF4A2	gi|56549694|gn|ENAH:55740| protein enabled homolog isoform a [Homo sapiens]	3	0.0014	0.6008
MEPCE	gi|56549694|gn|ENAH:55740| protein enabled homolog isoform a [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|56550051|gn|USP39:10713| U4/U6	3	0.2460	0.2760
MEPCE	gi|56550051|gn|USP39:10713| U4/U6	3	0.8942	0.0058
EIF4A2	gi|56550081|gn|BUB3:9184| mitotic checkpoint protein BUB3 isoform b [Homo sapiens]	3	0.0215	0.4811
MEPCE	gi|56550081|gn|BUB3:9184| mitotic checkpoint protein BUB3 isoform b [Homo sapiens]	3	0.0003	0.6339
EIF4A2	gi|56676330|gn|HP1BP3:50809| heterochromatin protein 1-binding protein 3 [Homo sapiens]	3	0.5046	0.1262
MEPCE	gi|56676330|gn|HP1BP3:50809| heterochromatin protein 1-binding protein 3 [Homo sapiens]	3	0.3975	0.1619
EIF4A2	gi|56699409|gn|RBMX:27316| RNA-binding motif protein, X chromosome isoform 1 [Homo sapiens]	3	0.6670	0.0633
MEPCE	gi|56699409|gn|RBMX:27316| RNA-binding motif protein, X chromosome isoform 1 [Homo sapiens]	3	0.6660	0.0726
EIF4A2	gi|56699482|gn|FAM98A:25940| protein FAM98A [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|56699482|gn|FAM98A:25940| protein FAM98A [Homo sapiens]	3	0.0957	0.3790
EIF4A2	gi|56699485|gn|EIF2D:1939| eukaryotic translation initiation factor 2D isoform 1 [Homo sapiens]	3	0.9961	0.0002
MEPCE	gi|56699485|gn|EIF2D:1939| eukaryotic translation initiation factor 2D isoform 1 [Homo sapiens]	3	0.1923	0.3059
EIF4A2	gi|57222563|gn|CKAP5:9793| cytoskeleton-associated protein 5 isoform b [Homo sapiens]	3	0.0254	0.4713
MEPCE	gi|57222563|gn|CKAP5:9793| cytoskeleton-associated protein 5 isoform b [Homo sapiens]	3	0.5990	0.1044
EIF4A2	gi|57222565|gn|PPP2CB:5516| serine/threonine-protein phosphatase 2A catalytic subunit beta isoform [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|57222565|gn|PPP2CB:5516| serine/threonine-protein phosphatase 2A catalytic subunit beta isoform [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|57242777|gn|MYCBP:26292| C-Myc-binding protein [Homo sapiens]	3	0.0019	0.5887
MEPCE	gi|57242777|gn|MYCBP:26292| C-Myc-binding protein [Homo sapiens]	3	0.0005	0.6238
EIF4A2	gi|5729732|gn|ARPP19:10776| cAMP-regulated phosphoprotein 19 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|5729732|gn|ARPP19:10776| cAMP-regulated phosphoprotein 19 [Homo sapiens]	3	0.0008	0.6130
EIF4A2	gi|5729779|gn|COPS8:10920| COP9 signalosome complex subunit 8 isoform 1 [Homo sapiens]	3	0.0115	0.5113
MEPCE	gi|5729779|gn|COPS8:10920| COP9 signalosome complex subunit 8 isoform 1 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|5729877|gn|HSPA8:3312| heat shock cognate 71 kDa protein isoform 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|5729877|gn|HSPA8:3312| heat shock cognate 71 kDa protein isoform 1 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|5729953|gn|NUDC:10726| nuclear migration protein nudC [Homo sapiens]	3	0.0003	0.6339
MEPCE	gi|5729953|gn|NUDC:10726| nuclear migration protein nudC [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|5729991|gn|PSMC4:5704| 26S protease regulatory subunit 6B isoform 1 [Homo sapiens]	3	0.1075	0.3702
MEPCE	gi|5729991|gn|PSMC4:5704| 26S protease regulatory subunit 6B isoform 1 [Homo sapiens]	3	0.0041	0.5603
EIF4A2	gi|5730023|gn|RUVBL2:10856| ruvB-like 2 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|5730023|gn|RUVBL2:10856| ruvB-like 2 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|5730027|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 1 [Homo sapiens]	3	0.5255	0.1226
MEPCE	gi|5730027|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 1 [Homo sapiens]	3	0.3524	0.1883
EIF4A2	gi|5730085|gn|DYNLT1:6993| dynein light chain Tctex-type 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|5730085|gn|DYNLT1:6993| dynein light chain Tctex-type 1 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|57634536|gn|LARP4B:23185| la-related protein 4B [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|57634536|gn|LARP4B:23185| la-related protein 4B [Homo sapiens]	3	0.7856	0.0172
EIF4A2	gi|57863257|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform a [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|57863257|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform a [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|57863259|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform b [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|57863259|gn|TCP1:6950| T-complex protein 1 subunit alpha isoform b [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|57863269|gn|RRP1B:23076| ribosomal RNA processing protein 1 homolog B [Homo sapiens]	3	0.9991	0.0000
MEPCE	gi|57863269|gn|RRP1B:23076| ribosomal RNA processing protein 1 homolog B [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|5802974|gn|PRDX3:10935| thioredoxin-dependent peroxide reductase, mitochondrial isoform a precursor [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|5802974|gn|PRDX3:10935| thioredoxin-dependent peroxide reductase, mitochondrial isoform a precursor [Homo sapiens]	3	0.0006	0.6194
EIF4A2	gi|5803036|gn|HNRNPA0:10949| heterogeneous nuclear ribonucleoprotein A0 [Homo sapiens]	3	0.0120	0.5091
MEPCE	gi|5803036|gn|HNRNPA0:10949| heterogeneous nuclear ribonucleoprotein A0 [Homo sapiens]	3	0.5494	0.1166
EIF4A2	gi|5803135|gn|RAB35:11021| ras-related protein Rab-35 isoform 1 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|5803135|gn|RAB35:11021| ras-related protein Rab-35 isoform 1 [Homo sapiens]	3	0.3336	0.2269
EIF4A2	gi|5803137|gn|RBM3:5935| putative RNA-binding protein 3 [Homo sapiens]	3	0.0002	0.6436
MEPCE	gi|5803137|gn|RBM3:5935| putative RNA-binding protein 3 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|5803165|gn|SEC61B:10952| protein transport protein Sec61 subunit beta [Homo sapiens]	3	0.0051	0.5539
MEPCE	gi|5803165|gn|SEC61B:10952| protein transport protein Sec61 subunit beta [Homo sapiens]	3	0.0141	0.5002
EIF4A2	gi|5803167|gn|SF3A3:10946| splicing factor 3A subunit 3 [Homo sapiens]	3	0.0002	0.6436
MEPCE	gi|5803167|gn|SF3A3:10946| splicing factor 3A subunit 3 [Homo sapiens]	3	0.0002	0.6436
EIF4A2	gi|5803181|gn|STIP1:10963| stress-induced-phosphoprotein 1 [Homo sapiens]	3	0.0029	0.5741
MEPCE	gi|5803181|gn|STIP1:10963| stress-induced-phosphoprotein 1 [Homo sapiens]	3	0.0699	0.4043
EIF4A2	gi|5803187|gn|TALDO1:6888| transaldolase [Homo sapiens]	3	0.2644	0.2679
MEPCE	gi|5803187|gn|TALDO1:6888| transaldolase [Homo sapiens]	3	0.0220	0.4795
EIF4A2	gi|5803191|gn|TCEA1:6917| transcription elongation factor A protein 1 isoform 1 [Homo sapiens]	3	0.0002	0.6436
MEPCE	gi|5803191|gn|TCEA1:6917| transcription elongation factor A protein 1 isoform 1 [Homo sapiens]	3	0.0215	0.4811
EIF4A2	gi|5803207|gn|U2AF1:7307| splicing factor U2AF 35 kDa subunit isoform a [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|5803207|gn|U2AF1:7307| splicing factor U2AF 35 kDa subunit isoform a [Homo sapiens]	3	0.0002	0.6436
EIF4A2	gi|5803225|gn|YWHAE:7531| 14-3-3 protein epsilon [Homo sapiens]	3	0.0163	0.4941
MEPCE	gi|5803225|gn|YWHAE:7531| 14-3-3 protein epsilon [Homo sapiens]	3	0.3699	0.1769
EIF4A2	gi|5803227|gn|YWHAQ:10971| 14-3-3 protein theta [Homo sapiens]	3	0.0009	0.6114
MEPCE	gi|5803227|gn|YWHAQ:10971| 14-3-3 protein theta [Homo sapiens]	3	0.0049	0.5552
EIF4A2	gi|58331171|gn|CCT6A:908| T-complex protein 1 subunit zeta isoform b [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|58331171|gn|CCT6A:908| T-complex protein 1 subunit zeta isoform b [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|58331173|gn|CCT6B:10693| T-complex protein 1 subunit zeta-2 isoform 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|58331173|gn|CCT6B:10693| T-complex protein 1 subunit zeta-2 isoform 1 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|58530845|gn|ZYX:7791| zyxin [Homo sapiens]	3	0.3294	0.2362
MEPCE	gi|58530845|gn|ZYX:7791| zyxin [Homo sapiens]	3	0.1839	0.3127
EIF4A2	gi|58761500|gn|OLA1:29789| obg-like ATPase 1 isoform 1 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|58761500|gn|OLA1:29789| obg-like ATPase 1 isoform 1 [Homo sapiens]	3	0.3278	0.2385
EIF4A2	gi|58761502|gn|OLA1:29789| obg-like ATPase 1 isoform 2 [Homo sapiens]	3	0.0278	0.4659
MEPCE	gi|58761502|gn|OLA1:29789| obg-like ATPase 1 isoform 2 [Homo sapiens]	3	0.3332	0.2299
EIF4A2	gi|5901922|gn|CDC37:11140| hsp90 co-chaperone Cdc37 [Homo sapiens]	3	0.0032	0.5710
MEPCE	gi|5901922|gn|CDC37:11140| hsp90 co-chaperone Cdc37 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|5901926|gn|NUDT21:11051| cleavage and polyadenylation specificity factor subunit 5 [Homo sapiens]	3	0.3708	0.1755
MEPCE	gi|5901926|gn|NUDT21:11051| cleavage and polyadenylation specificity factor subunit 5 [Homo sapiens]	3	0.0581	0.4198
EIF4A2	gi|5901998|gn|LSM6:11157| U6 snRNA-associated Sm-like protein LSm6 [Homo sapiens]	3	0.0125	0.5062
MEPCE	gi|5901998|gn|LSM6:11157| U6 snRNA-associated Sm-like protein LSm6 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|5902076|gn|SRSF1:6426| serine/arginine-rich splicing factor 1 isoform 1 [Homo sapiens]	3	0.9777	0.0010
MEPCE	gi|5902076|gn|SRSF1:6426| serine/arginine-rich splicing factor 1 isoform 1 [Homo sapiens]	3	0.5784	0.1093
EIF4A2	gi|5902102|gn|SNRPD1:6632| small nuclear ribonucleoprotein Sm D1 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|5902102|gn|SNRPD1:6632| small nuclear ribonucleoprotein Sm D1 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|59859885|gn|RPSA:3921| 40S ribosomal protein SA [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|59859885|gn|RPSA:3921| 40S ribosomal protein SA [Homo sapiens]	3	0.9764	0.0013
EIF4A2	gi|6005745|gn|DCTN3:11258| dynactin subunit 3 isoform 1 [Homo sapiens]	3	0.7506	0.0234
MEPCE	gi|6005745|gn|DCTN3:11258| dynactin subunit 3 isoform 1 [Homo sapiens]	3	0.1629	0.3223
EIF4A2	gi|6005814|gn|STK38:11329| serine/threonine-protein kinase 38 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|6005814|gn|STK38:11329| serine/threonine-protein kinase 38 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|6005860|gn|RPL35:11224| 60S ribosomal protein L35 [Homo sapiens]	3	0.7657	0.0213
MEPCE	gi|6005860|gn|RPL35:11224| 60S ribosomal protein L35 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|6005942|gn|VCP:7415| transitional endoplasmic reticulum ATPase [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|6005942|gn|VCP:7415| transitional endoplasmic reticulum ATPase [Homo sapiens]	3	0.0002	0.6436
EIF4A2	gi|6005995|gn|CLTB:1212| clathrin light chain B isoform b [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|6005995|gn|CLTB:1212| clathrin light chain B isoform b [Homo sapiens]	3	0.0238	0.4746
EIF4A2	gi|60218913|gn|CACYBP:27101| calcyclin-binding protein isoform 2 [Homo sapiens]	3	0.4895	0.1307
MEPCE	gi|60218913|gn|CACYBP:27101| calcyclin-binding protein isoform 2 [Homo sapiens]	3	0.1143	0.3628
EIF4A2	gi|60279268|gn|U2AF2:11338| splicing factor U2AF 65 kDa subunit isoform b [Homo sapiens]	3	0.0056	0.5462
MEPCE	gi|60279268|gn|U2AF2:11338| splicing factor U2AF 65 kDa subunit isoform b [Homo sapiens]	3	0.0046	0.5573
EIF4A2	gi|61175265|gn|UBE2NL:389898| putative ubiquitin-conjugating enzyme E2 N-like [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|61175265|gn|UBE2NL:389898| putative ubiquitin-conjugating enzyme E2 N-like [Homo sapiens]	3	0.0026	0.5780
EIF4A2	gi|61676188|gn|HUWE1:10075| E3 ubiquitin-protein ligase HUWE1 [Homo sapiens]	3	0.0059	0.5436
MEPCE	gi|61676188|gn|HUWE1:10075| E3 ubiquitin-protein ligase HUWE1 [Homo sapiens]	3	0.0057	0.5452
EIF4A2	gi|61835148|gn|FXR1:8087| fragile X mental retardation syndrome-related protein 1 isoform a [Homo sapiens]	3	0.2746	0.2645
MEPCE	gi|61835148|gn|FXR1:8087| fragile X mental retardation syndrome-related protein 1 isoform a [Homo sapiens]	3	0.0592	0.4174
EIF4A2	gi|61835172|gn|FXR1:8087| fragile X mental retardation syndrome-related protein 1 isoform c [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|61835172|gn|FXR1:8087| fragile X mental retardation syndrome-related protein 1 isoform c [Homo sapiens]	3	0.0098	0.5153
EIF4A2	gi|62241013|gn|AKT1:207| RAC-alpha serine/threonine-protein kinase [Homo sapiens]	3	0.3253	0.2407
MEPCE	gi|62241013|gn|AKT1:207| RAC-alpha serine/threonine-protein kinase [Homo sapiens]	3	0.1133	0.3639
EIF4A2	gi|62241042|gn|EPRS:2058| bifunctional glutamate/proline--tRNA ligase [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|62241042|gn|EPRS:2058| bifunctional glutamate/proline--tRNA ligase [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|62414289|gn|VIM:7431| vimentin [Homo sapiens]	3	0.1247	0.3548
MEPCE	gi|62414289|gn|VIM:7431| vimentin [Homo sapiens]	3	0.0470	0.4356
EIF4A2	gi|62422554|gn|PAK4:10298| serine/threonine-protein kinase PAK 4 isoform 1 [Homo sapiens]	3	0.1465	0.3335
MEPCE	gi|62422554|gn|PAK4:10298| serine/threonine-protein kinase PAK 4 isoform 1 [Homo sapiens]	3	0.1253	0.3526
EIF4A2	gi|62530388|gn|MRPL22:29093| 39S ribosomal protein L22, mitochondrial isoform b [Homo sapiens]	3	0.0004	0.6277
MEPCE	gi|62530388|gn|MRPL22:29093| 39S ribosomal protein L22, mitochondrial isoform b [Homo sapiens]	3	0.0337	0.4556
EIF4A2	gi|62865858|gn|PHF6:84295| PHD finger protein 6 isoform 1 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|62865858|gn|PHF6:84295| PHD finger protein 6 isoform 1 [Homo sapiens]	3	0.4472	0.1438
EIF4A2	gi|62912457|gn|ALDH18A1:5832| delta-1-pyrroline-5-carboxylate synthase isoform 2 [Homo sapiens]	3	0.3359	0.2185
MEPCE	gi|62912457|gn|ALDH18A1:5832| delta-1-pyrroline-5-carboxylate synthase isoform 2 [Homo sapiens]	3	0.0006	0.6194
EIF4A2	gi|63055057|gn|ACTBL2:345651| beta-actin-like protein 2 [Homo sapiens]	3	0.0003	0.6339
MEPCE	gi|63055057|gn|ACTBL2:345651| beta-actin-like protein 2 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|63162572|gn|CCT3:7203| T-complex protein 1 subunit gamma isoform a [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|63162572|gn|CCT3:7203| T-complex protein 1 subunit gamma isoform a [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|63176611|gn|SLTM:79811| SAFB-like transcription modulator isoform a [Homo sapiens]	3	0.0005	0.6238
MEPCE	gi|63176611|gn|SLTM:79811| SAFB-like transcription modulator isoform a [Homo sapiens]	3	0.0069	0.5359
EIF4A2	gi|63252900|gn|TPM1:7168| tropomyosin alpha-1 chain isoform 4 [Homo sapiens]	3	0.3343	0.2234
